regulon,target_gene
ARNT(-),SUMO2
ARNT(-),ARF1
ARNT(-),DDT
ATF1(+),SMCHD1
ATF1(+),RBBP8
ATF1(+),IMPDH2
ATF1(+),PTP4A1
ATF1(+),PPARD
ATF1(+),CDCA5
ATF1(+),MORF4L2
ATF1(+),ABT1
ATF1(+),JADE1
ATF1(+),CDK2
ATF1(+),OTUD6B-AS1
ATF1(+),EMC4
ATF1(+),LAMP1
ATF1(+),CLN3
ATF1(+),HOXD10
ATF1(+),HOXA9
ATF1(+),SAE1
ATF1(+),MFF
ATF1(+),DNAJC8
ATF1(+),DDX5
ATF1(+),EMC2
ATF1(+),RSPRY1
ATF1(+),SNRPA
ATF1(+),PTBP1
ATF1(+),UROD
ATF1(+),COMMD4
ATF1(+),MIEN1
ATF1(+),PBXIP1
ATF1(+),MCM2
ATF1(+),TCEAL7
ATF1(+),DYM
ATF1(+),CCDC47
ATF1(+),FBXW4
ATF1(+),PDGFB
ATF1(+),SDF4
ATF1(+),STK26
ATF1(+),HOXC12
ATF1(+),SLC25A33
ATF1(+),SEPT2
ATF1(+),MIR181A1HG
ATF1(+),HOXA1
ATF1(+),NRBF2
ATF1(+),GMNN
ATF1(+),WDR17
ATF1(+),RPA1
ATF1(+),ARL4A
ATF1(+),RFESD
ATF1(+),RAB7A
ATF1(+),LIMS1
ATF1(+),WDR77
ATF1(+),ATF1
ATF1(+),CGREF1
ATF1(+),CEACAM1
ATF1(+),NUP50
ATF1(+),PRMT3
ATF1(+),ATF2
ATF1(+),RORA
ATF1(+),PTPN5
ATF1(+),DNAJB9
ATF1(+),GDI2
ATF1(+),DENR
ATF1(+),CSDE1
ATF1(+),PSMB2
ATF1(+),ERGIC2
ATF1(+),LSM14A
ATF1(+),BCHE
ATF1(+),NCOA4
ATF1(+),PUF60
ATF1(+),SEC62
ATF1(+),THRA
ATF1(+),AMD1
ATF1(+),RRP1B
ATF1(+),TUBB2B
ATF1(+),RPA2
ATF1(+),PPP6R3
ATF1(+),ZSCAN18
ATF1(+),CCDC184
ATF1(+),USP48
ATF1(+),CDC20
ATF1(+),CCT4
ATF1(+),DGCR6L
ATF1(+),FAM220A
ATF1(+),NDC80
ATF1(+),TRPS1
ATF1(+),ARNT2
ATF1(+),C4orf33
ATF1(+),RBM7
ATF1(+),NOP58
ATF1(+),RUNDC3A
ATF1(+),PSMB6
ATF1(+),MAP3K13
ATF1(+),PCNP
ATF1(+),DNTTIP2
ATF1(+),GART
ATF1(+),PET100
ATF1(+),PPP2R1B
ATF1(+),PITPNB
ATF1(+),RAP1B
ATF1(+),GOSR2
ATF1(+),SRSF4
ATF1(+),DNAJC9
ATF1(+),KPNA2
ATF1(+),DLD
ATF1(+),MCM7
ATF1(+),ZFAND6
ATF1(+),CSE1L
ATF1(+),ORC6
ATF1(+),NRP1
ATF1(+),HIST1H2BJ
ATF1(+),SCG5
ATF1(+),CAPN1
ATF1(+),STRAP
ATF1(+),NDUFV1
ATF1(+),PQBP1
ATF1(+),RABEP2
