regulon,target_gene
ARID5B(-),SNAI1
ARID5B(-),DUSP2
ARID5B(-),SLC44A1
ARID5B(-),CRNDE
ARID5B(-),ARSG
ARID5B(-),CASZ1
ARID5B(-),SLC16A7
ARID5B(-),SP5
ARID5B(-),SYTL2
ARID5B(-),COMP
ARID5B(-),PODNL1
ARID5B(-),KIF1A
ARID5B(-),HPRT1
ARID5B(-),SNAP25
ARID5B(-),PLEKHO2
ARID5B(-),TMEM215
ARID5B(-),PYCR2
ARID5B(-),NEAT1
ARID5B(-),C9orf24
ARID5B(-),SLC7A14
ARID5B(-),CPE
ARID5B(-),EFEMP2
ARID5B(-),EMB
ARID5B(-),SPATS2L
ARID5B(-),MYLPF
ARID5B(-),SNX22
ARID5B(-),CDKN2C
ARID5B(-),PACSIN3
ARID5B(-),VGLL2
ARID5B(-),GNB4
ARID5B(-),MATN2
ARID5B(-),TNNI2
ARID5B(-),STARD13
ARID5B(-),IL4R
ARID5B(-),KLHDC10
ARID5B(-),HILPDA
ARID5B(-),MCOLN2
ARID5B(-),MRGPRF
ARID5B(-),A4GALT
ARID5B(-),VMA21
ARID5B(-),ZNF385C
ARID5B(-),ZC3HAV1
ARID5B(-),BMPR1B
ARID5B(-),TNNI1
ARID5B(-),GREM1
ARID5B(-),RPL36
ARID5B(-),METRN
ARID5B(-),NOS1AP
ARID5B(-),SREBF1
ARID5B(-),RBPJL
ARID5B(-),SIL1
ARID5B(-),OSTF1
ARID5B(-),RNF144B
ARID5B(-),COL9A2
ARID5B(-),NOTUM
ARID5B(-),RCOR2
ARID5B(-),NMRK1
ARID5B(-),ANGPTL4
ARID5B(-),TNIP1
ARID5B(-),PIGP
ARID5B(-),KBTBD11
ARID5B(-),LDLRAD3
ARID5B(-),DOK1
ARID5B(-),SPSB4
ARID5B(-),RXRG
ARID5B(-),OXT
ARID5B(-),MYBL1
ARID5B(-),NRK
ARID5B(-),LHFPL4
ARID5B(-),CLCN5
ARID5B(-),TCF7
ARID5B(-),SMIM5
ARID5B(-),IRF9
ARID5B(-),SORBS2
ARID5B(-),CAHM
ARID5B(-),SFMBT2
ARID5B(-),MGAT4A
ARID5B(-),AGPAT5
ARID5B(-),FOXO4
ARID5B(-),HAS2
ARID5B(-),RASSF3
ARID5B(-),BIRC5
ARID5B(-),FKBP5
ARNT(+),UBAP2L
ARNT(+),MARCH8
ARNT(+),RNASEK-C17orf49
ARNT(+),THAP8
ARNT(+),FNDC3A
ARNT(+),ZFYVE26
ARNT(+),SEMA4D
ARNT(+),PKN1
ARNT(+),GIGYF2
ARNT(+),PET117
ARNT(+),TRIM8
ARNT(+),OSBPL8
ARNT(+),CBFA2T2
ARNT(+),PPM1A
ARNT(+),DIRC2
ARNT(+),TNPO2
ARNT(+),UBE4B
ARNT(+),ITSN2
ARNT(+),CBX6
ARNT(+),LAMP1
ARNT(+),PPM1H
ARNT(+),UBE2E1
ARNT(+),VPS33A
ARNT(+),TAF6L
ARNT(+),THUMPD2
ARNT(+),REL
ARNT(+),DCAKD
ARNT(+),RAI2
ARNT(+),STX6
ARNT(+),RTN4RL2
ARNT(+),UTY
ARNT(+),MKLN1
