regulon,target_gene
ATF3(+),HERPUD1
ATF3(+),HPCAL1
ATF3(+),WDR17
ATF3(+),PARVG
ATF3(+),AVPI1
ATF3(+),AP2S1
ATF3(+),LMTK3
ATF3(+),ATP6V0E1
ATF3(+),MTUS1
ATF3(+),JUN
ATF3(+),SLC7A8
ATF3(+),STX7
ATF3(+),HMOX1
ATF3(+),GPR3
ATF3(+),MTCH1
ATF3(+),CD63
ATF3(+),PMAIP1
ATF3(+),PLA2G15
ATF3(+),CCNT1
ATF3(+),MLX
ATF3(+),CALR
ATF3(+),DUSP3
ATF3(+),ATP6V0C
ATF3(+),TWF2
ATF3(+),MEF2D
ATF3(+),TLN1
ATF3(+),PMVK
ATF3(+),FAM83H
ATF3(+),PLIN2
ATF3(+),AFF3
ATF3(+),ATF5
ATF3(+),UBXN1
ATF3(+),ARHGAP4
ATF3(+),ETF1
ATF3(+),ERF
ATF3(+),AGPAT2
ATF3(+),SSR3
ATF3(+),ANXA5
ATF3(+),BTG2
ATF3(+),PLTP
ATF3(+),RABEP1
ATF3(+),KMT2E
ATF3(+),NCF4
ATF3(+),SLC25A33
ATF3(+),SWAP70
ATF3(+),CBARP
ATF3(+),DDX3Y
ATF3(+),MEF2C
ATF3(+),ZFAND5
ATF3(+),PABPC4
ATF3(+),BEND3
ATF3(+),ARF1
ATF3(+),WSB1
ATF3(+),IER5
ATF3(+),RNF213
ATF3(+),GGCT
ATF3(+),NFYC
ATF3(+),EEF1B2
ATF3(+),ZMIZ1
ATF3(+),BRINP1
ATF3(+),IRS2
ATF3(+),UBE2F
ATF3(+),RNF130
ATF3(+),TIMP2
ATF3(+),SQSTM1
ATF3(+),CFLAR
ATF3(+),CSTB
ATF3(+),NEAT1
ATF3(+),AP2M1
ATF3(+),CD180
ATF3(+),MAN1A1
ATF3(+),PTP4A1
ATF3(+),EIF1
ATF3(+),ARRDC3
ATF3(+),ZNF706
ATF3(+),TPP1
ATF3(+),LCORL
ATF3(+),AMD1
ATF3(+),EMILIN2
ATF3(+),GRN
ATF3(+),RASGEF1B
ATF3(+),DDIT3
ATF3(+),ADK
ATF3(+),DHX34
ATF3(+),PTGS2
ATF3(+),EGR2
ATF3(+),TGIF1
ATF3(+),PDE4DIP
ATF3(+),MEF2A
ATF3(+),CREG1
ATF3(+),IQGAP2
ATF3(+),NEK6
ATF3(+),RUNX1
ATF3(+),RGS1
ATF3(+),UBC
ATF3(+),CDKN1A
ATF3(+),NRP2
ATF3(+),UBE2V1
ATF3(+),APLP2
ATF3(+),NEURL4
ATF3(+),MAP1LC3B
ATF3(+),SDCBP
ATF3(+),GPBAR1
ATF3(+),SNHG15
ATF3(+),MGAT1
ATF3(+),NCF2
ATF3(+),FTH1
ATF3(+),ATP6AP1
ATF3(+),PHACTR1
ATF3(+),DAB2
ATF3(+),ITM2B
ATF3(+),B3GNT5
ATF3(+),CHKA
ATF3(+),TACC1
ATF3(+),PNRC2
ATF3(+),ZFAND2A
ATF3(+),SGPL1
ATF3(+),FAM53C
ATF3(+),CD300A
ATF3(+),MRC1
ATF3(+),LYN
ATF3(+),MKRN1
ATF3(+),RASSF4
ATF3(+),MEIS3
ATF3(+),HSPA9
ATF3(+),PLEKHG5
ATF3(+),CNST
ATF3(+),CREM
ATF3(+),EZR
ATF3(+),SH2B3
ATF3(+),CCDC33
ATF3(+),YWHAB
ATF3(+),RAP2B
ATF3(+),FRMD4B
ATF3(+),RAPH1
ATF3(+),CITED2
ATF3(+),IFRD1
ATF3(+),SETX
ATF3(+),GLUL
ATF3(+),LPP
ATF3(+),PSMD7
ATF3(+),PPIG
ATF3(+),UBE2E2
ATF3(+),NPHP4
ATF3(+),RAP1A
ATF3(+),TPRKB
ATF3(+),UGCG
ATF3(+),HIST1H4D
ATF3(+),SPSB1
ATF3(+),CHMP2B
ATF3(+),AMZ2
ATF3(+),LDHA
ATF3(+),FARP1
ATF3(+),ABCA1
ATF3(+),SNX9
ATF3(+),ZBTB10
ATF3(+),PDXK
ATF3(+),CSRNP1
ATF3(+),ECHS1
ATF3(+),HBEGF
ATF3(+),PXDC1
ATF3(+),HOMER3
ATF3(+),EDNRB
ATF3(+),FKBP4
ATF3(+),MIDN
ATF3(+),ASAH1
ATF3(+),ADGRF3
ATF3(+),OSER1
ATF3(+),ETV3
ATF3(+),SCO2
ATF3(+),DNAJB6
ATF3(+),PRNP
ATF3(+),CNDP2
ATF3(+),KLF2
ATF3(+),LAIR1
ATF3(+),AKAP13
ATF3(+),RBM47
ATF3(+),GATM
ATF3(+),LMNA
ATF3(+),PDK3
ATF3(+),SPAG9
ATF3(+),ITPR2
ATF3(+),NFKBIZ
ATF3(+),CCNL1
ATF3(+),MAP3K8
ATF3(+),GRB2
ATF3(+),MRRF
ATF3(+),TPM4
ATF3(+),EGR3
