regulon,target_gene
ALX4(+),SLC25A21-AS1
ALX4(+),SH2B2
ALX4(+),ZFP41
ALX4(+),SYTL1
ALX4(+),PDGFB
ALX4(+),VIPR2
ALX4(+),GNAS-AS1
ALX4(+),ALPK3
ALX4(+),C3orf70
ALX4(+),STK10
ALX4(+),IL13RA1
ALX4(+),CDK17
ALX4(+),TAB2
ALX4(+),CNNM3
ALX4(+),HOXB6
ALX4(+),DPP10
ALX4(+),CECR2
ALX4(+),RMDN2
ALX4(+),SLCO2A1
ALX4(+),CACNA1C
ALX4(+),SCUBE3
ALX4(+),ETS1
ALX4(+),ST20-MTHFS
ALX4(+),SYT15
ALX4(+),YPEL1
ALX4(+),DCHS1
ALX4(+),PROK2
ALX4(+),HOOK1
ALX4(+),KIF24
ALX4(+),GIT1
ALX4(+),ELMO2
ALX4(+),MEGF11
ALX4(+),CHST15
ALX4(+),SRPK2
ALX4(+),SIK1
ALX4(+),YTHDF3
ALX4(+),SRRT
ALX4(+),GDNF
ALX4(+),MBOAT2
ALX4(+),NKD1
ALX4(+),CPSF2
ALX4(+),OSBPL5
ALX4(+),CBX2
ALX4(+),PLAUR
ALX4(+),GPR37
ALX4(+),ZMIZ2
ARID3A(+),ESPN
ARID3A(+),PKLR
ARID3A(+),RTN4
ARID3A(+),SLC39A8
ARID3A(+),HBZ
ARID3A(+),ICAM4
ARID3A(+),RPS10
ARID3A(+),ZNF827
ARID3A(+),RAC1
ARID3A(+),ARID3A
ARID3A(+),RPS11
ARID3A(+),ARPC1A
ARID3A(+),PARK7
ARID3A(+),SLC1A5
ARID3A(+),EIF2S2
ARID3A(+),PRKAR2B
ARID3A(+),BLOC1S1
ARID3A(+),ANKHD1
ARID3A(+),FAM53B
ARID3A(+),SP1
ARID3A(+),TMEM191B
ARID3A(+),MAP4
ARID3A(+),CLASP1
ARID3A(+),RNF220
ARID3A(+),ZHX2
ARID3A(+),ZNF592
ARID3A(+),KMT2C
ARID3A(+),IFT46
ARID3A(+),HIPK3
ARID3A(+),EXD2
ARID3A(+),PUM1
ARID3A(+),HAUS6
ARID3A(+),IMPDH1
ARID3A(+),NR2F1-AS1
ARID3A(+),ITGB5
ARID3A(+),DLGAP3
ARID3A(+),PTPRJ
ARID3A(+),ITPRIP
ARID3A(+),SLC12A8
ARID3A(+),FLT3LG
ARID3A(+),P4HA2
ARID3A(+),ADAR
ARID3A(+),ATP6V0A1
ARID3A(+),BNC1
ARID3A(+),MYO18A
ARID3A(+),SPEG
ARID3A(+),ACOX1
ARID3A(+),CLPTM1
ARID3A(+),VAMP2
ARID3A(+),AQP3
ARID3A(+),CMKLR1
ARID3A(+),SEC31B
ARID3A(+),CREB3L2
ARID3A(+),UBE2Z
ARID3A(+),C17orf99
ARID3A(+),COX7C
ARID3A(+),RANBP1
ARID3A(+),HBE1
ARID3A(+),SCAND1
ARID3A(+),ZC3H15
ARID3A(+),RTCB
ARID3A(-),CTHRC1
ARID3A(-),COL1A1
ARID3A(-),BNIP3L
ARID3A(-),HAPLN1
ARID3A(-),COL3A1
ARID3A(-),ARID3A
ARID3A(-),MATN1
ARID3A(-),COL11A1
ARID3A(-),COL1A2
ARID3A(-),XPO7
ARID3A(-),TMCC2
ARID3A(-),BPGM
ARID3A(-),ALAS2
ARID3A(-),EPYC
ARID3A(-),FOS
ARID3A(-),STOM
ARID3A(-),COL9A2
ARID3A(-),HBB
ARNT(+),KANSL1
ARNT(+),UBXN10
ARNT(+),RRAGD
ARNT(+),SULF1
ARNT(+),BCL2L1
ARNT(+),WBP2
ARNT(+),GOLIM4
ARNT(+),WIPI1
ARNT(+),RLF
ARNT(+),USP3
ARNT(+),NADK2
ARNT(+),HPDL
ARNT(+),PDE4D
ARNT(+),UBR2
ARNT(+),FNIP1
ARNT(+),EZR
ARNT(+),ST3GAL1
ARNT(+),NAA50
ARNT(+),LZTFL1
ARNT(+),UNK
ARNT(+),OPN3
ARNT(+),ME3
ARNT(+),SUMO3
ARNT(+),TNNT2
ARNT(+),LUC7L3
ARNT(+),ZNF532
ARNT(+),TST
ARNT(+),COPZ1
ARNT(+),SEMA6D
ARNT(+),TRANK1
ARNT(+),PRICKLE3
ARNT(+),ZNF133
ARNT(+),STAG2
ARNT(+),TDG
ARNT(+),SH2B3
ARNT(+),SLC39A11
ARNT(+),TAC1
ARNT(+),VPS26A
ARNT(+),STYX
ARNT(+),ARRDC4
ARNT(+),SEC31A
ARNT(+),PSMC6
ARNT(+),FAM198B
ARNT(+),FAM124B
ARNT(+),TFAP2A
ARNT(+),SCUBE2
ARNT(+),SPTBN4
ARNT(+),PATL1
ARNT(+),SAMD12
ARNT(+),MGLL
ARNT(+),PANK3
ARNT(+),PAXBP1
ARNT(+),NDUFS8
ARNT(+),DIMT1
ARNT(+),C16orf87
ARNT(+),ZCCHC8
ARNT(+),CAND1
ARNT(+),FECH
ARNT(+),FZD10
ARNT(+),POLR1D
ARNT(+),ECSIT
ARNT(+),TMED1
ARNT(+),MAGI1
ARNT(+),XRN1
ARNT(+),SMG7
ARNT(+),ELF4
ARNT(+),HPCAL1
ARNT(+),PPP1R10
ARNT(+),AKAP9
ARNT(+),LYRM1
ARNT(+),PCDH18
ARNT(+),PTBP3
ARNT(+),FRMPD1
ARNTL(+),UBE4B
ARNTL(+),TRAPPC8
ARNTL(+),ZBTB8OS
ARNTL(+),RAB6B
ARNTL(+),SCAMP3
ARNTL(+),SNAI1
ARNTL(+),COMMD4
ARNTL(+),INTS6
ARNTL(+),TBL1X
ARNTL(+),FAM24B
ARNTL(+),GABARAPL1
ARNTL(+),BCLAF1
ARNTL(+),RAB6A
ARNTL(+),SMPDL3A
ARNTL(+),EMC4
ARNTL(+),PGRMC1
ARNTL(+),ARNTL
ARNTL(+),ST3GAL2
ARNTL(+),BZW2
ARNTL(+),ALDOC
ARNTL(+),CTU2
ARNTL(+),COPS3
ARNTL(+),HMBOX1
ATF1(+),BAX
ATF1(+),MCOLN1
ATF1(+),DUSP1
ATF1(+),SGO1
ATF1(+),GABARAP
ATF1(+),APEX1
ATF1(+),UBE2B
ATF1(+),SERF2
ATF1(+),SRSF3
ATF1(+),ZFP36L2
ATF1(+),ATF4
ATF1(+),HSPBAP1
ATF1(+),CALR
ATF1(+),ATP6V0C
ATF1(+),FOXM1
ATF1(+),C3orf14
ATF1(+),EIF1
ATF1(+),MFSD5
ATF1(+),VRK1
ATF1(+),CEBPB
ATF1(+),ARMCX3
ATF1(+),SLC38A2
ATF1(+),DESI2
ATF1(+),ATP6V0E1
ATF1(+),TCEAL1
ATF1(+),TCEAL4
ATF1(+),MIF-AS1
ATF1(+),MAGOH
ATF1(+),CLK4
ATF1(+),EIF3A
ATF1(+),ZFPL1
ATF1(+),RHEB
ATF1(+),CACYBP
ATF1(+),TRAP1
ATF1(+),RPS28
ATF1(+),CCNA2
ATF1(+),MTCH2
ATF1(+),PPP2CA
ATF1(+),TSPAN13
ATF1(+),CYCS
ATF1(+),UFC1
ATF1(+),SIVA1
ATF1(+),UBALD1
ATF1(+),SMDT1
ATF1(+),DAZAP2
ATF1(+),CALM2
ATF1(+),RFESD
ATF1(+),NCBP2-AS2
ATF1(+),ERCC6L
ATF1(+),KIF18A
ATF1(+),EIF1B
ATF1(+),NR6A1
ATF1(+),STRBP
ATF1(+),UBC
ATF1(+),BTG1
ATF1(+),C12orf73
ATF1(+),CPEB1
ATF1(+),HNRNPH3
ATF1(+),SMIM2-AS1
ATF1(+),SKP1
ATF1(+),SUB1
ATF1(+),PET100
ATF1(+),PCNP
ATF1(+),NDUFB6
ATF1(+),ERLIN2
ATF1(+),SGK1
ATF1(+),PTMA
ATF1(+),NELFE
ATF1(+),PFDN2
ATF1(+),MRPL55
ATF1(+),SPATS2
ATF1(+),ZFAND6
ATF1(+),ATP6V1G1
ATF1(+),CNTN2
ATF1(+),SQSTM1
ATF1(+),AASDHPPT
ATF1(+),M6PR
ATF1(+),PHF5A
ATF1(+),IFRD1
ATF1(+),MRPL4
ATF1(+),MYL12A
ATF1(+),C3orf67
ATF1(+),RAB11FIP5
ATF1(+),TOMM34
ATF1(+),DRAM2
ATF1(+),RNF13
ATF1(+),RPL37A
ATF1(+),PLIN2
ATF1(+),TIMM13
ATF1(+),MYC
ATF1(+),HNRNPC
ATF1(+),TGIF1
ATF1(+),TMEM251
ATF1(+),EFTUD2
ATF1(+),PC
ATF1(+),TIMM17A
ATF1(+),DCXR
ATF1(+),BTG2
ATF1(+),TRAPPC3
ATF1(+),PAQR9
ATF1(+),BIRC5
ATF1(+),CAPZA1
ATF1(+),HSPE1
ATF1(+),SHCBP1
ATF1(+),MYO16
ATF1(+),ZNF706
ATF1(+),LOXL2
ATF1(+),C2orf74
ATF1(+),SUMO1
ATF1(+),LIG4
ATF1(+),TCF4
ATF1(+),DNAJB9
ATF1(+),PRKAR1B
ATF1(+),RB1
ATF1(+),REV3L
ATF1(+),SCLT1
ATF1(+),CNNM1
ATF1(+),STAT3
ATF1(+),LIMS1
ATF1(+),ALKBH5
ATF1(+),DYNLL1
ATF1(+),EIF5
ATF1(+),IDH2
ATF1(+),PMEPA1
ATF1(+),H3F3A
ATF1(+),B3GNT9
ATF1(+),SEC11C
ATF1(+),TMEM126B
ATF1(+),BUB3
ATF1(+),RPS19
ATF1(+),UBL5
ATF1(+),SRP14
ATF1(+),TAF12
ATF1(+),CIB1
ATF1(+),MELK
ATF1(+),THAP2
ATF1(+),WDR83OS
ATF1(+),SSBP1
ATF1(+),POMP
ATF1(+),COX6A1
ATF1(+),POLR2K
ATF1(+),CRIPT
ATF1(+),NAA60
ATF1(+),TMEM230
ATF1(+),MDM2
ATF1(+),SF3B6
ATF1(+),PRELID1
ATF1(+),TBPL1
ATF1(+),PAIP2
ATF1(+),CWC15
ATF1(+),GTF2A2
ATF1(+),COX5B
ATF1(+),CENPQ
ATF1(+),DPM1
ATF1(+),SF3A3
ATF1(+),TIE1
ATF1(+),LPXN
ATF1(+),RAN
ATF1(+),EPB41L4A-AS1
ATF1(+),ASH1L-AS1
ATF1(+),BOD1L1
ATF1(+),UQCRQ
ATF1(+),RPS26
ATF1(+),TMEM41B
ATF1(+),STIL
ATF1(+),TRAPPC1
ATF1(+),COPS5
ATF1(+),NDUFB5
ATF1(+),RPL23A
ATF1(+),RPS14
ATF1(+),CEP41
ATF1(+),ANAPC11
ATF1(+),PABPC4
ATF1(+),RPL26
ATF1(+),RSL1D1
ATF1(+),EAPP
ATF1(+),ANXA4
ATF1(+),DTYMK
ATF1(+),FGF9
ATF1(+),TMSB4Y
ATF1(+),PSMC5
ATF1(+),RAD21
ATF1(+),POLR2F
ATF1(+),RPS25
ATF1(+),DRAM1
ATF1(+),RAP1B
ATF1(+),UGT8
ATF1(+),SEMA3F
ATF1(+),SNRPE
ATF1(+),LEMD3
ATF1(+),B2M
ATF1(+),DGUOK
ATF1(+),SLIRP
ATF1(+),AEN
ATF1(+),MRPL22
ATF1(+),ACHE
ATF1(+),PRRG3
ATF1(+),THAP9-AS1
ATF1(+),SYF2
ATF1(+),DNAJC2
ATF1(+),MSX1
ATF1(+),DNAJA1
ATF1(+),NFE2L2
ATF1(+),PCDH17
ATF1(+),CAPZA2
ATF1(+),PTRH2
ATF1(+),PSMA3
ATF1(+),ANAPC16
ATF1(+),RBM22
ATF1(+),HMGA1
ATF1(+),SCNM1
ATF1(+),THUMPD3-AS1
ATF1(+),UTRN
ATF1(+),SNAI1
ATF1(+),ARHGAP17
ATF1(+),HMOX1
ATF1(+),MITD1
ATF1(+),GPR89B
ATF1(+),RAC1
ATF1(+),TRIAP1
ATF1(+),HOMEZ
ATF1(+),BLOC1S4
ATF1(+),MRFAP1L1
ATF1(+),MRPS36
ATF1(+),TRMT10C
ATF1(+),NXF1
ATF1(+),UBE2L3
ATF1(+),ISCU
ATF1(+),PAPSS2
ATF1(+),SNRPG
ATF1(+),TFDP1
ATF1(+),TMEM109
ATF1(+),SARAF
ATF1(+),SUN1
ATF1(+),TMA7
ATF1(+),WDR3
